"zipcode","neighbour"
"59755","59749"
"59756","59711"
"59756","59722"
"43207","43123"
"43207","43125"
"43207","43137"
"43207","43223"
"43207","43232"
"43207","43206"
"43207","43209"
"43207","43215"
"22193","22025"
"22193","22191"
"22193","22192"
"22193","20112"
"59758","59716"
"59758","59720"
"59758","83429"
"59758","82190"
"59758","59730"
"22201","22203"
"22201","22204"
"22201","22205"
"22201","22207"
"22201","22209"
"22201","22211"
"43209","43219"
"43209","43227"
"43209","43232"
"43209","43205"
"43209","43206"
"43209","43207"
"43209","43213"
"43210","43221"
"43210","43201"
"43210","43202"
"43210","43212"
"37185","37097"
"37185","37101"
"37185","38380"
"37185","38341"
"37185","37061"
"37185","38333"
"37185","37134"
"37185","37175"
"37185","37178"
"37185","37078"
"37185","38221"
"22202","22314"
"22202","22204"
"22202","20024"
"22202","22206"
"22202","22211"
"22202","22305"
"49646","49659"
"49646","49676"
"49646","49680"
"49646","49633"
"49646","49686"
"49646","49690"
"49646","49733"
"49646","49735"
"49646","49738"
"22203","22044"
"22203","22201"
"22203","22204"
"22203","22205"
"49648","49676"
"49648","49612"
"49648","49615"
"49648","49622"
"49648","49627"
"49648","49629"
"49648","49729"
"37186","42120"
"37186","42134"
"37186","37148"
"37186","37022"
"37186","37074"
"37186","37083"
"68873","68831"
"68873","68835"
"68873","68838"
"68873","68864"
"68873","68872"
"68873","68882"
"68874","68814"
"68874","68822"
"68874","68823"
"68874","68828"
"68874","68879"
"68874","68881"
"68874","68813"
"68875","68817"
"68875","68835"
"68875","68842"
"68875","68859"
"68875","68862"
"68875","68882"
"68875","68637"
"68875","68665"
"68876","68956"
"68876","68824"
"68876","68840"
"68876","68869"
"68876","68883"
"68878","68822"
"68878","68834"
"68878","68850"
"68878","68855"
"68878","68858"
"68878","68863"
"68879","69210"
"68879","68821"
"68879","68823"
"68879","68874"
"68879","68714"
"68879","68813"
"68881","68814"
"68881","68815"
"68881","68828"
"68881","68874"
"68882","68835"
"68882","68842"
"68882","68864"
"68882","68873"
"68882","68875"
"68882","68623"
"68882","68627"
"68883","68810"
"68883","68956"
"68883","68824"
"68883","68832"
"68883","68876"
"68883","68955"
"68901","68944"
"68901","68832"
"68901","68925"
"68901","68941"
"68901","68954"
"68901","68955"
"68901","68973"
"68901","68980"
"68920","67661"
"68920","68949"
"68920","68960"
"68920","68966"
"68920","68969"
"68920","68971"
"68920","68982"
"68922","68926"
"68922","68936"
"68922","68937"
"68922","68948"
"68922","69022"
"68923","68949"
"68923","68967"
"68924","68845"
"68924","68847"
"68924","68940"
"68924","68947"
"68924","68959"
"68924","68982"
"68925","68901"
"68925","68928"
"68925","68930"
"68925","68941"
"68925","68955"
"68925","68973"
"68928","68925"
"68928","68930"
"68928","68932"
"68928","68950"
"68928","68952"
"68928","68970"
"68928","68972"
"68928","68973"
"68929","68939"
"68929","68947"
"68929","68960"
"68930","68957"
"68930","68925"
"68930","68928"
"68930","68941"
"68930","68942"
"68930","68970"
"68932","68928"
"68932","68950"
"68932","68959"
"68932","68972"
"68932","68973"
"68932","68981"
"68933","68944"
"68933","68935"
"68933","68938"
"68933","68975"
"68933","68979"
"68935","68934"
"68935","68452"
"68935","68933"
"68935","68938"
"68935","68335"
"68935","68961"
"68935","68964"
"68935","68979"
"68936","68926"
"68936","68927"
"68936","68922"
"68936","68937"
"68936","68967"
"68936","68976"
"68937","68850"
"68937","68922"
"68937","68936"
"68937","68976"
"68937","69022"
"68937","69028"
"68937","69130"
"68938","68934"
"68938","68933"
"68938","68935"
"68938","68941"
"68939","66951"
"68939","66967"
"68939","68929"
"68939","68947"
"68939","68960"
"68939","68972"
"68939","68981"
"68940","68836"
"68940","68845"
"68940","68924"
"68940","68949"
"68940","68982"
"68941","68934"
"68941","68957"
"68941","68901"
"68941","68925"
"68941","68930"
"68941","68938"
"68942","68957"
"68942","66936"
"68942","68930"
"68942","68970"
"68942","68978"
"68945","68956"
"68945","68840"
"68945","68950"
"68945","68959"
"68946","68926"
"68946","68948"
"68946","69046"
"68947","68924"
"68947","68929"
"68947","68939"
"68947","68959"
"68947","68960"
"68947","68981"
"68947","68982"
"68948","68926"
"68948","68922"
"68948","68946"
"68948","69022"
"68948","69046"
"90022","91754"
"90022","90023"
"90022","90040"
"90022","90063"
"90022","90640"
"90023","90013"
"90023","90021"
"90023","90022"
"90023","90033"
"90023","90040"
"90023","90063"
"90023","90058"
"90024","90025"
"90024","90049"
"90024","90067"
"90024","90073"
"90024","90077"
"90024","90095"
"90024","90210"
"90024","90212"
"90025","90024"
"90025","90049"
"90025","90064"
"90025","90067"
"90025","90073"
"90025","90403"
"90025","90404"
"90026","90004"
"90026","90012"
"90026","90017"
"90026","90027"
"90026","90029"
"90026","90031"
"90026","90039"
"90026","90090"
"90026","90057"
"90027","91201"
"90027","91506"
"90027","90026"
"90027","90028"
"90027","90029"
"90027","90039"
"90027","90068"
"90028","90027"
"90028","90029"
"90028","90038"
"90028","90046"
"90028","90068"
"90029","90004"
"90029","90026"
"90029","90027"
"90029","90028"
"90029","90038"
"90029","90039"
"90031","90012"
"90031","90026"
"90031","90032"
"90031","90033"
"90031","90039"
"90031","90042"
"90031","90065"
"90032","91030"
"90032","91754"
"90032","91801"
"90032","91803"
"90032","90031"
"90032","90033"
"90032","90042"
"90032","90063"
"90033","90012"
"90033","90013"
"90033","90021"
"90033","90023"
"90033","90031"
"90033","90032"
"90033","90063"
"90033","90089"
"90034","90016"
"90034","90019"
"90034","90035"
"90034","90064"
"90034","90066"
"90034","90230"
"90034","90232"
"30093","30340"
"30093","30044"
"30093","30047"
"30093","30071"
"30093","30084"
"30093","30096"
"30094","30252"
"30094","30281"
"30094","30012"
"30094","30013"
"30094","30016"
"30094","30038"
"30096","30043"
"30096","30044"
"30096","30071"
"30096","30092"
"30096","30093"
"30096","30097"
"30097","30043"
"30097","30092"
"30097","30096"
"30097","30005"
"30097","30022"
"30097","30024"
"30101","30102"
"30101","30120"
"30101","30121"
"30101","30127"
"30101","30132"
"30101","30144"
"30101","30152"
"30101","30157"
"30102","30101"
"30102","30114"
"30102","30121"
"30102","30144"
"30102","30184"
"30102","30189"
"30103","30701"
"30103","30733"
"30103","30120"
"30103","30121"
"30103","30139"
"30103","30145"
"30103","30161"
"30103","30171"
"30103","30184"
"30104","30125"
"30104","30153"
"30104","30161"
"30104","30173"
"30104","30178"
"30105","30701"
"30105","30728"
"30105","30746"
"30105","30747"
"30105","30165"
"30106","30060"
"30106","30064"
"30106","30082"
"30106","30122"
"30106","30126"
"30106","30127"
"30106","30168"
"30106","30008"
"30107","30534"
"30107","30114"
"30107","30115"
"30107","30143"
"30107","30148"
"30107","30177"
"30107","30028"
"30108","36263"
"30108","36269"
"30108","30117"
"30108","30170"
"30108","30182"
"30108","36273"
"30108","36280"
"30110","30113"
"30110","30117"
"30110","30176"
"30110","30179"
"30110","30182"
"30113","30110"
"30113","30125"
"30113","30153"
"30113","30176"
"30113","30179"
"30114","30102"
"30114","30107"
"30114","30115"
"30114","30143"
"30114","30183"
"30114","30184"
"30114","30188"
"30114","30189"
"30115","30040"
"30115","30107"
"30115","30114"
"30115","30188"
"30115","30004"
"30115","30028"
"30116","30263"
"30116","30117"
"30116","30170"
"30116","30179"
"30116","30180"
"30116","30185"
"30116","30187"
"30116","30217"
"30117","30108"
"30117","30110"
"30117","30116"
"30117","30118"
"30117","30170"
"30117","30179"
"30117","30182"
"30118","30117"
"30120","30101"
"30120","30103"
"30120","30121"
"30120","30132"
"30120","30137"
"30120","30145"
"30120","30178"
"30121","30101"
"30121","30102"
"30121","30103"
"30121","30120"
"30121","30137"
"30121","30184"
"30122","30336"
"30122","30106"
"30122","30127"
"30122","30134"
"30122","30135"
"30122","30168"
"30124","30165"
"30124","35959"
"30124","35960"
"30124","30125"
"30124","30147"
"30124","30161"
"30125","35960"
"30125","30104"
"30125","30113"
"30125","30124"
"30125","30147"
"30125","30153"
"30125","30173"
"30125","30176"
"30125","36272"
"30126","30318"
"30126","30331"
"30126","30336"
"30126","30080"
"30126","30082"
"30126","30106"
"30126","30168"
"30127","30064"
"30127","30101"
"30127","30106"
"30127","30122"
"30127","30134"
"30127","30141"
"30127","30152"
"30127","30157"
"30127","30008"
"30132","30101"
"30132","30120"
"30132","30141"
"30132","30153"
"30132","30157"
"30132","30178"
"30134","30122"
"30134","30127"
"30134","30135"
"30134","30141"
"30134","30157"
"30134","30180"
"30134","30187"
"30135","30268"
"30135","30331"
"30135","30336"
"30135","30122"
"30135","30134"
"30135","30185"
"30135","30187"
"30135","30213"
"30137","30120"
"30137","30121"
"30139","30701"
"30139","30734"
"30139","30103"
"30139","30143"
"30139","30171"
"30139","30175"
"30139","30183"
"30141","30127"
"30141","30132"
"30141","30134"
"30141","30157"
"30143","30534"
"30143","30536"
"30143","30734"
"30143","30107"
"30143","30114"
"30143","30139"
"30143","30148"
"30143","30175"
"30143","30177"
"30143","30183"
"30144","30060"
"30144","30062"
"30144","30066"
"30144","30101"
"30144","30102"
"30144","30152"
"30144","30188"
"30144","30189"
"30145","30103"
"30145","30120"
"30145","30161"
"30145","30178"
"30147","30124"
"30147","30125"
"30147","30161"
"30147","30173"
"30148","30534"
"30148","30107"
"30148","30143"
"30149","30165"
"01718","01720"
"00983","00985"
"00983","00772"
"00983","00979"
"00983","00982"
"00985","00983"
"00985","00987"
"00985","00729"
"00985","00772"
"00987","00985"
"00987","00729"
"00987","00777"
"00987","00778"
"00987","00924"
"00987","00976"
"00987","00982"
"95412","95421"
"95412","95445"
"95412","95494"
"95412","95497"
"95415","95449"
"95415","95459"
"95415","95466"
"95415","95482"
"95415","95494"
"95417","95585"
"95417","95454"
"95417","95488"
"95417","95490"
"95420","95437"
"95420","95460"
"95421","95412"
"95421","95425"
"95421","95441"
"95421","95446"
"95421","95448"
"95421","95450"
"95421","95462"
"95421","95465"
"95421","95494"
"95421","95497"
"95422","95423"
"95422","95451"
"95422","95457"
"95423","95987"
"95423","95422"
"95423","95443"
"95423","95451"
"95423","95458"
"95425","95421"
"95425","95426"
"95425","95441"
"95425","95448"
"95425","95449"
"95425","95451"
"95425","95461"
"95425","95494"
"95426","95425"
"95426","95451"
"95426","95461"
"95427","95410"
"95427","95460"
"95427","95463"
"95427","95466"
"95427","95482"
"95428","95552"
"95428","95595"
"95428","95429"
"95428","95454"
"95429","95428"
"95429","95454"
"95429","95490"
"95430","95462"
"95430","95465"
"95431","95442"
"23187","23185"
"23187","23188"
"43935","43912"
"43935","43917"
"43935","26003"
"43935","43971"
"43935","43943"
"43938","43910"
"43938","43913"
"43938","26037"
"43938","26070"
"43938","43943"
"43938","43952"
"43938","43953"
"43939","43917"
"43939","43943"
"43940","43906"
"43940","43950"
"43942","43915"
"43942","43933"
"43942","26041"
"43942","26055"
"43942","43716"
"43943","43910"
"43943","43913"
"43943","43917"
"43943","26003"
"43943","26030"
"43943","26070"
"43943","26075"
"43943","43963"
"43943","43971"
"43943","43935"
"43943","43938"
"43943","43939"
"43943","43948"
"43944","43908"
"43944","43910"
"43944","43932"
"43944","43964"
"43944","43952"
"43944","43953"
"23188","23089"
"23188","23156"
"23188","23168"
"23188","23185"
"23188","23187"
"23188","23011"
"23188","23030"
"23188","23061"
"43945","43908"
"43945","43930"
"43945","43968"
"43945","44423"
"43945","44427"
"43945","44432"
"43945","44651"
"43945","43962"
"23192","23102"
"23192","23146"
"23192","23005"
"23192","23015"
"23192","23024"
"23192","23047"
"23192","23059"
"43946","43793"
"43946","43915"
"43946","43931"
"43946","26155"
"43946","26159"
"43946","26175"
"43946","45767"
"23219","23223"
"23219","23224"
"23219","23225"
"23219","23220"
"23219","23222"
"43947","43906"
"43947","43933"
"43947","26031"
"43947","26038"
"43947","26040"
"43947","26041"
"43948","43917"
"43948","43943"
"23220","23224"
"23220","23225"
"23220","23227"
"23220","23230"
"23220","23219"
"23220","23221"
"23220","23222"
"23221","23225"
"23221","23226"
"23221","23230"
"23221","23220"
"43950","43901"
"43950","43905"
"43950","43906"
"43950","43907"
"43950","43912"
"43950","43917"
"43950","43927"
"43950","43928"
"43950","43933"
"43950","43967"
"43950","43972"
"43950","43977"
"43950","43940"
"43950","43951"
"43950","43718"
"11971","11944"
"11971","11958"
"11972","11977"
"11972","11901"
"11972","11933"
"11972","11941"
"11972","11960"
"11973","11980"
"11973","11949"
"11973","11961"
"11973","11967"
"11975","11937"
"11975","11962"
"11976","11968"
"11976","11932"
"11976","11963"
"11977","11972"
"11977","11978"
"11977","11901"
"11977","11941"
"11977","11960"
"11978","11977"
"11978","11901"
"11978","11942"
"11978","11959"
"11980","11713"
"11980","11719"
"11980","11973"
"11980","11763"
"11980","11953"
"11980","11961"
"11980","11967"
"12007","12046"
"12007","12087"
"77702","77701"
"77702","77703"
"77702","77706"
"77702","77707"
"77703","77657"
"77703","77662"
"77703","77701"
"77703","77702"
"77703","77706"
"77703","77708"
"77703","77713"
"77705","77613"
"77705","77622"
"77705","77627"
"77705","77629"
"77705","77630"
"77705","77640"
"77705","77662"
"77705","77665"
"77705","77701"
"77705","77707"
"77705","77713"
"77706","77702"
"77706","77703"
"77706","77707"
"77706","77708"
"77706","77713"
"77707","77701"
"77707","77702"
"77707","77705"
"77707","77706"
"77707","77713"
"77708","77703"
"77708","77706"
"77708","77713"
"77713","77613"
"77713","77657"
"77713","77659"
"77713","77703"
"77713","77705"
"77713","77706"
"77713","77707"
"77713","77708"
"77801","77802"
"77801","77803"
"77801","77807"
"77801","77840"
"77801","77845"
"77802","77801"
"77802","77803"
"77802","77808"
"77802","77840"
"77802","77845"
"77803","77801"
"77803","77802"
"77803","77807"
"77803","77808"
"77807","77801"
"77807","77803"
"77807","77808"
"77807","77836"
"77807","77845"
"77807","77859"
"77807","77867"
"77808","77802"
"77808","77803"
"77808","77807"
"77808","77845"
"77808","77859"
"77808","77861"
"77808","77871"
"77808","77872"
"77830","77363"
"77830","77831"
"77830","77845"
"77830","77861"
"77830","77868"
"77830","77873"
"77830","77356"
"77831","77830"
"77831","77861"
"77831","77864"
"77831","77872"
"77831","77873"
"77831","77876"
"77831","77320"
"77831","77340"
"77833","78931"
"77833","78940"
"77833","78944"
"77833","78950"
"77833","77418"
"77833","77426"
"77833","77835"
"77833","77868"
"77833","77879"
"77833","77880"
"77833","78954"
"77835","78932"
"77835","78940"
"77835","78946"
"77835","77833"
"77835","77879"
"77835","78954"
"77836","78946"
"77836","78947"
"77836","76556"
"77836","76567"
"77836","77807"
"77836","77845"
"77836","77853"
"77836","77857"
"77836","77859"
"77836","77878"
"77836","77879"
"77837","76520"
"77837","76570"
"77837","76629"
"77837","77856"
"77837","77859"
"77840","77801"
"77840","77802"
"77840","77845"
"77845","77801"
"77845","77802"
"77845","77807"
"77845","77808"
"77845","77830"
"77845","77836"
"77845","77840"
"77845","77861"
"77845","77868"
"77845","77879"
"27944","27909"
"27944","27919"
"27944","27932"
"27944","27980"
"27944","27985"
"27946","27919"
"27946","27938"
"27946","27979"
"27946","27980"
"27947","27939"
"27947","27965"
"27947","27966"
"27947","27974"
"27948","27949"
"27948","27959"
"27949","27927"
"27949","27939"
"27949","27948"
"27949","27964"
"27949","27966"
"27950","23457"
"27950","23322"
"27950","27923"
"27950","27927"
"27950","27929"
"27950","27958"
"27953","27824"
"27953","27925"
"27953","27978"
"27954","27959"
"27954","27981"
"27956","27917"
"27956","27929"
"27956","27958"
"27956","27973"
"27957","27924"
"27957","27983"
"27958","23322"
"27958","27921"
"27958","27929"
"27958","27950"
"27958","27956"
"27958","27973"
"27958","27976"
"27959","27948"
"27959","27954"
"27959","27968"
"27959","27981"
"27960","27943"
"27962","27846"
"27962","27860"
"27962","27865"
"27962","27970"
"27962","27983"
"59240","59244"
"59240","59250"
"59240","59260"
"59241","59538"
"59241","59544"
"59241","59230"
"59241","59250"
"59241","59261"
"59242","59219"
"59242","59226"
"59242","59247"
"59243","59213"
"59243","59218"
"59243","59259"
"59243","59262"
"59243","59270"
"59244","59230"
"59244","59240"
"59244","59248"
"59244","59250"
"59244","59260"
"59247","59219"
"59247","59226"
"59247","59242"
"59247","59258"
"59248","59201"
"59248","59223"
"59248","59225"
"59248","59230"
"59248","59244"
"59248","59253"
"59248","59260"
"59250","59544"
"59250","59230"
"59250","59240"
"59250","59241"
"59250","59244"
"59250","59260"
"59252","59254"
"59252","59256"
"59252","59257"
"59252","59275"
"59252","59276"
"59253","59201"
"59253","59225"
"59253","59248"
"59253","59260"
"59253","59263"
"59254","59211"
"59254","59252"
"59254","59257"
"59254","59258"
"59254","59275"
"59255","59201"
"59255","59213"
"59255","59222"
"59255","59258"
"59255","59259"
"59255","59263"
"59255","59274"
"59256","59252"
"59256","59275"
"59257","59222"
"59257","59252"
"59257","59254"
"59257","59258"
"59257","59276"
"59258","59211"
"59258","59213"
"59258","59219"
"59258","59222"
"59258","59226"
"59258","59247"
"59258","59254"
"59258","59255"
"59258","59257"
"59259","59213"
"59259","59215"
"59259","59243"
"59259","59255"
"59259","59262"
"59259","59274"
"59259","59315"
"59259","59339"
"59260","59240"
"59260","59244"
"59260","59248"
"59260","59250"
"59260","59253"
"59260","59263"
"59261","59538"
"59261","59544"
"59261","59241"
"59262","59217"
"59262","59243"
"59262","59259"
"59262","59270"
"59262","59315"
"59262","59330"
"59263","59201"
"59263","59222"
"59263","59253"
"59263","59255"
"59263","59260"
"59263","59276"
"59270","58831"
"59270","58835"
"59270","58838"
"59270","58621"
"59270","59217"
"59270","59218"
"59270","59221"
"59270","59243"
"59270","59262"
"59270","59330"
"59270","59353"
"59270","58634"
"59270","58645"
"59274","59201"
"59274","59215"
"59274","59223"
"59274","59255"
"59274","59259"
"59275","58844"
"59275","58845"
"59275","59211"
"59275","59219"
"59275","59252"
"59275","59254"
"59275","59256"
"59276","59222"
"59276","59252"
"59276","59257"
"59276","59263"
"59301","59003"
"59301","59312"
"59301","59317"
"59301","59322"
"59301","59324"
"59301","59327"
"59301","59333"
"59301","59336"
"59301","59337"
"59301","59338"
"59301","59343"
"59301","59347"
"59301","59349"
"59301","59351"
"59311","57717"
"59311","57724"
"59311","82720"
"59311","82721"
"59311","59314"
"59311","59317"
"59311","59324"
"59311","59332"
"59312","59214"
"59312","59301"
"59312","59322"
"59312","59337"
"59312","59349"
"59313","57724"
"59313","59324"
"59313","59344"
"59313","59353"
"59313","59354"
"59313","58632"
"59313","58643"
"59313","58651"
"59313","58654"
"59314","82721"
"59314","82725"
"59314","82731"
"59314","59311"
"59314","59317"
"59315","59259"
"59315","59262"
"59315","59330"
"59315","59339"
"59317","59003"
"59317","59062"
"59317","82725"
"59317","82831"
"59317","59301"
"59317","59311"
"59317","59314"
"59317","59324"
"59317","59332"
"59317","59343"
"59317","59351"
"59318","59538"
"59318","59058"
"59318","59077"
"59318","59087"
"59318","59230"
"59318","59337"
"59322","59039"
"59322","59214"
"59322","59301"
"59322","59312"
"59322","59327"
"59322","59337"
"59323","59327"
"59324","57724"
"59324","59301"
"59324","59311"
"59324","59313"
"59324","59317"
"59324","59332"
"59324","59336"
"59324","59344"
"59326","59330"
"59326","59336"
"59326","59344"
"59326","59349"
"59326","59353"
"59327","59003"
"59327","59038"
"59327","59039"
"59327","59043"
"59327","59076"
"59327","59301"
"59327","59322"
"59327","59323"
"59327","59347"
"59330","59262"
"59330","59270"
"59330","59315"
"59330","59326"
"59330","59339"
"59330","59349"
"59330","59353"
"59332","59311"
"59332","59317"
"59332","59324"
"59333","59301"
"59333","59347"
"59336","59301"
"59336","59324"
"59336","59326"
"59336","59344"
"59336","59349"
"52312","52205"
"52313","50651"
"52313","52210"
"52313","52229"
"52313","52349"
"52314","52227"
"52314","52253"
"52314","52302"
"52314","52305"
"52314","52333"
"52314","52336"
"52314","52403"
"52315","52206"
"52315","52332"
"52315","52346"
"52315","52349"
"52315","52354"
"52316","52222"
"52316","52248"
"52316","52251"
"52316","52308"
"52316","52325"
"52316","52335"
"52316","52355"
"52316","52356"
"52316","52361"
"52317","52240"
"52317","52241"
"52317","52322"
"52317","52333"
"52317","52338"
"52317","52340"
"52318","52203"
"52318","52206"
"52318","52228"
"52318","52301"
"52318","52351"
"52318","52354"
"52320","52205"
"52320","52216"
"52320","52306"
"52320","52323"
"52320","52337"
"52320","52362"
"52321","52212"
"52321","52309"
"52321","52310"
"52321","52362"
"52321","52033"
"52322","52203"
"52322","52236"
"52322","52240"
"52322","52247"
"52322","52317"
"52322","52325"
"52322","52338"
"52322","52340"
"52322","52361"
"52323","52777"
"52323","52207"
"52323","52216"
"52323","52254"
"52323","52309"
"52323","52320"
"52323","52362"
"52324","52206"
"52324","52213"
"52324","52332"
"52324","52341"
"52324","52405"
"52324","52411"
"52325","52247"
"52325","52316"
"52325","52322"
"52325","52356"
"52325","52361"
"52326","50644"
"52326","50682"
"52326","52329"
"52327","52738"
"52327","52755"
"52327","52201"
"52327","52235"
"52327","52240"
"52327","52247"
"52327","52353"
"52328","52233"
"52328","52302"
"52328","52402"
"52328","52411"
"52329","50644"
"52329","50682"
"52329","52210"
"52329","52326"
"52329","52352"
"52330","50654"
"52330","52218"
"52330","52237"
"52330","52057"
"52332","52206"
"52332","52213"
"52332","52315"
"52332","52324"
"52332","52349"
"52333","52772"
"52333","52227"
"52333","52240"
"52333","52253"
"52333","52314"
"52333","52317"
"52333","52338"
"52333","52358"
"52333","52404"
"52334","52203"
"52334","52236"
"52334","52301"
"52334","52361"
"52335","52231"
"52335","52248"
"52335","52316"
"52335","52355"
"52336","52205"
"52336","52214"
"52336","52302"
"52336","52305"
"52336","52314"
"52337","52772"
"52337","52216"
"52337","52306"
"52337","52320"
"52338","52203"
"52338","52228"
"52338","52317"
"52338","52322"
"52338","52333"
"52338","52404"
"52339","50173"
"52339","52211"
"52339","52215"
"52339","52342"
"52339","50106"
"52339","50112"
"52339","50157"
"52340","52240"
"52340","52241"
"52340","52317"
"52340","52322"
"52341","52202"
"52341","52213"
"52341","52302"
"52341","52324"
"52341","52411"
"52342","50675"
"52342","50173"
"52342","52215"
"52342","52217"
"52342","52225"
"52342","52339"
"52342","50632"
"52342","50635"
"49088","49034"
"49088","49048"
"49088","49052"
"49088","49002"
"49088","49097"
"99681","99637"
"99682","99557"
"99682","99613"
"99682","99647"
"99682","99667"
"99683","99729"
"99683","99667"
"99683","99676"
"99683","99688"
"99683","99693"
"99685","99692"
"99686","99566"
"99686","99567"
"99686","99573"
"99686","99574"
"99686","99674"
"99686","99677"
"99686","99693"
"99688","99645"
"99688","99652"
"99688","99654"
"99688","99667"
"99688","99676"
"99688","99683"
"99688","99694"
"99690","99637"
"99691","99627"
"99692","99685"
"99693","99729"
"99693","99664"
"99693","99676"
"99693","99683"
"99693","99686"
"99694","99652"
"99694","99654"
"99694","99688"
"99701","99703"
"99701","99705"
"99701","99709"
"99701","99712"
"99702","99714"
"99703","99701"
"99703","99705"
"99704","99744"
"99704","99760"
"99705","99714"
"99705","99701"
"99705","99703"
"99705","99712"
"99706","99737"
"99709","99760"
"99709","99775"
"99709","99701"
"99709","99712"
"99712","99714"
"99712","99730"
"99712","99701"
"99712","99705"
"99712","99709"
"74546","74501"
"74546","74547"
"74547","74501"
"74547","74528"
"74547","74546"
"74547","74560"
"74547","74574"
"74547","74578"
"90035","90019"
"90035","90034"
"90035","90048"
"90035","90064"
"90035","90067"
"90035","90211"
"90035","90212"
"90036","90004"
"90036","90005"
"90036","90010"
"90036","90019"
"90036","90020"
"90036","90038"
"90036","90046"
"90036","90048"
"90037","90003"
"90037","90007"
"90037","90011"
"90037","90018"
"90037","90044"
"90037","90047"
"90037","90062"
"90038","90004"
"90038","90028"
"90038","90029"
"90038","90036"
"90038","90046"
"90039","91201"
"90039","91203"
"90039","91204"
"90039","90012"
"90039","90026"
"90039","90027"
"90039","90029"
"90039","90031"
"90039","90065"
"90040","90022"
"90040","90023"
"90040","90201"
"90040","90058"
"90040","90240"
"90040","90270"
"90040","90640"
"90040","90660"
"90041","91105"
"90041","91205"
"90041","91206"
"90041","90042"
"90041","90065"
"90042","91030"
"90042","91105"
"90042","90031"
"90042","90032"
"90042","90041"
"90042","90065"
"90043","90008"
"90043","90047"
"90043","90062"
"90043","90056"
"90043","90302"
"90043","90305"
"90044","90003"
"90044","90037"
"90044","90047"
"90044","90062"
"90044","90061"
"90044","90247"
"90044","90248"
"90044","90249"
"90045","90094"
"90045","90056"
"90045","90230"
"90045","90245"
"90045","90250"
"90045","90293"
"90045","90301"
"90045","90302"
"90045","90304"
"90046","91604"
"90046","90028"
"90046","90036"
"90046","90038"
"90046","90048"
"90046","90068"
"90046","90069"
"90046","90210"
"90047","90037"
"90047","90043"
"90047","90044"
"90047","90062"
"90047","90247"
"90047","90249"
"90047","90250"
"90047","90303"
"90047","90305"
"90048","90019"
"90048","90035"
"90048","90036"
"90048","90046"
"90048","90069"
"90048","90210"
"90048","90211"
"90049","91316"
"90049","91403"
"90049","91436"
"90049","90024"
"90049","90025"
"90049","90073"
"90049","90077"
"90049","90272"
"90049","90402"
"90049","90403"
"03832","03813"
"03832","03818"
"03832","03836"
"03832","03849"
"03832","04010"
"03832","04068"
"03833","03827"
"03833","03042"
"03833","03044"
"03833","03842"
"03833","03844"
"03833","03848"
"03833","03856"
"03833","03862"
"03833","03874"
"03833","03885"
"03835","03225"
"03835","03809"
"03835","03851"
"03835","03855"
"03835","03867"
"03835","03868"
"03835","03884"
"03835","03887"
"03836","03814"
"03836","03832"
"03836","03849"
"03836","03882"
"03836","03890"
"03836","04047"
"03836","04068"
"03837","03218"
"03837","03225"
"03837","03237"
"03837","03809"
"03837","03810"
"03838","03593"
"03838","03812"
"03838","03845"
"03838","03846"
"03839","03820"
"03839","03825"
"03839","03867"
"03840","03801"
"03840","03857"
"03840","03862"
"03840","03870"
"03840","03885"
"03841","03811"
"03841","03826"
"03841","03036"
"03841","03038"
"03841","03865"
"03841","03873"
"03842","03833"
"03842","03844"
"03842","03862"
"03842","03874"
"03842","03885"
"03844","03833"
"03844","03842"
"03844","03874"
"03845","03812"
"03845","03813"
"03845","03838"
"03845","03846"
"03845","03847"
"03845","03860"
"03846","03581"
"03846","03593"
"03846","03813"
"03846","03838"
"03846","03845"
"03847","03845"
"03847","03860"
"46619","46552"
"46619","46554"
"46619","46601"
"46619","46613"
"46619","46614"
"46619","46628"
"46628","46552"
"46628","46556"
"46628","46601"
"46628","46616"
"46628","46619"
"46628","46637"
"46628","49107"
"46628","49120"
"46635","46530"
"46635","46545"
"46635","46615"
"46635","46617"
"46635","46637"
"46637","46530"
"46637","46556"
"46637","46615"
"46637","46617"
"46637","46628"
"46637","46635"
"46637","49120"
"46701","46723"
"46701","46725"
"46701","46755"
"46701","46760"
"46701","46763"
"46701","46767"
"46701","46710"
"46701","46794"
"46702","46750"
"46702","46940"
"46702","46941"
"46702","46990"
"46702","46992"
"46703","43518"
"46703","46737"
"46703","46742"
"46703","46746"
"46703","46747"
"46703","46761"
"46703","46776"
"46703","46779"
"46704","46818"
"46705","46730"
"46705","46747"
"46705","46779"
"46705","46793"
"46706","46721"
"46706","46730"
"46706","46738"
"46706","46748"
"46706","46765"
"46706","46710"
"46706","46785"
"46706","46788"
"46706","46793"
"46710","46730"
"46710","46738"
"46710","46755"
"46710","46763"
"46710","46701"
"46710","46706"
"30152","30060"
"30152","30062"
"30152","30064"
"30152","30101"
"30152","30127"
"30152","30144"
"30153","30104"
"30153","30113"
"30153","30125"
"30153","30132"
"30153","30157"
"30153","30178"
"30153","30179"
"30157","30101"
"30157","30127"
"30157","30132"
"30157","30134"
"30157","30141"
"30157","30153"
"30157","30179"
"30157","30180"
"30161","30733"
"30161","30165"
"30161","30103"
"30161","30104"
"30161","30124"
"30161","30145"
"30161","30147"
"30161","30173"
"30161","30178"
"30164","31064"
"30164","30014"
